"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",2406,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",27231,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",4415,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",12649,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",30774,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",11308,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",31460,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",851,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",65275,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",33293,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",31710,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",36413,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",13592,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",11521,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",2913,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",3256,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",9160,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",31284,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",27807,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",6652,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",9233,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",2351,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",27907,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",24259,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",4049,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",11992,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",28799,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","99","totale","2020","2020",10617,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",26861,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",32107,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",764,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",12881,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",63704,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",2666,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",3181,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",30724,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",8556,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",31628,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",27321,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",11486,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",34924,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",8885,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",2230,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",23256,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",3774,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",11467,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",27341,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",9341,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","99","totale","2020","2020",6480,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",28730,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",682,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",11630,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",56653,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",2556,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",2866,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",28013,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",7495,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",29281,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",24152,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",10350,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",31562,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",8051,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",2138,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",6038,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",23599,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",21351,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",3646,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",10496,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",25747,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","99","totale","2020","2020",9221,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",25441,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",10754,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",50629,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",2394,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",2602,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",675,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",23917,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",6786,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",25567,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",21910,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",5531,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",9321,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",27834,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",7676,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",1939,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",21981,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",18929,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",3269,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",9918,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",23276,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2020","2020",8448,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",23181,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",572,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",9935,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",45748,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",2133,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",2390,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",21956,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",6167,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",22390,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",19539,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",4716,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",7928,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",24289,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",6435,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",1650,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",19189,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",16787,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",2777,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",8623,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",19702,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",7299,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",20849,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",532,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",8900,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",40549,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",2153,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",19431,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",5492,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",1478,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",16702,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",14899,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",2462,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",7531,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",17468,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",1883,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",20690,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",18021,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",4550,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",7679,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",21993,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",5931,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",6310,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",2296,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",6637,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",16414,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",5965,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",517,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",8292,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",19072,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",36243,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",1678,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",2068,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",17984,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",5202,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",18967,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",16595,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",4090,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",6787,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",20224,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",5567,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",1471,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",14986,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",13606,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",15213,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",412,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",6801,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",29330,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",1341,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",1660,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",14176,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",4159,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",15279,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",13374,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",3236,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",5386,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",15731,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",4339,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",1140,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",11719,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",10552,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",1856,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",5285,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",12198,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",4833,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",12224,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",342,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",5576,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",1412,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",11330,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",2734,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",4663,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",12883,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",3578,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",911,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",9629,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",8831,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",1470,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",4295,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",10251,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",4046,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",24052,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",1126,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",12283,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",3518,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",13079,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",2378,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",4051,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10436,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7496,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3089,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",816,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7351,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",1223,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3431,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7817,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3156,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10073,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",268,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",4571,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",19579,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",918,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",1204,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10319,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",2977,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10885,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",9335,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7696,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",214,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",3586,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",15293,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",732,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",935,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7933,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2472,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",8623,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7381,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",1856,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",3215,,
